size,milliseconds,threadsNum,acceleration
6250000,1297,2.0,0.7694680030840401
6250000,785,3.0,1.2713375796178343
6250000,764,4.0,1.306282722513089
6250000,641,5.0,1.5569422776911077
6250000,635,6.0,1.5716535433070866
6250000,634,7.0,1.5741324921135647
6250000,581,8.0,1.7177280550774527
6250000,583,9.0,1.711835334476844
6250000,593,10.0,1.6829679595278246
6250000,539,11.0,1.8515769944341374
6250000,540,12.0,1.848148148148148
6250000,992,2.0,1.0443548387096775
6250000,855,3.0,1.2116959064327486
6250000,760,4.0,1.3631578947368421
6250000,659,5.0,1.5720789074355084
6250000,606,6.0,1.7095709570957096
6250000,581,7.0,1.783132530120482
6250000,583,8.0,1.777015437392796
6250000,566,9.0,1.8303886925795052
6250000,560,10.0,1.85
6250000,602,11.0,1.7209302325581395
6250000,676,12.0,1.532544378698225
6250000,1353,2.0,0.7664449371766445
6250000,858,3.0,1.2086247086247086
6250000,728,4.0,1.4244505494505495
6250000,657,5.0,1.578386605783866
6250000,603,6.0,1.7197346600331676
6250000,595,7.0,1.7428571428571429
6250000,571,8.0,1.8161120840630474
6250000,552,9.0,1.8786231884057971
6250000,550,10.0,1.8854545454545455
6250000,553,11.0,1.8752260397830018
6250000,551,12.0,1.882032667876588
6250000,1061,2.0,1.0179076343072573
6250000,823,3.0,1.3122721749696233
6250000,739,4.0,1.4614343707713127
6250000,720,5.0,1.5
6250000,634,6.0,1.7034700315457414
6250000,582,7.0,1.8556701030927836
6250000,568,8.0,1.9014084507042253
6250000,588,9.0,1.836734693877551
6250000,588,10.0,1.836734693877551
6250000,548,11.0,1.9708029197080292
6250000,545,12.0,1.981651376146789
6250000,1352,2.0,0.8321005917159763
6250000,804,3.0,1.3992537313432836
6250000,744,4.0,1.5120967741935485
6250000,694,5.0,1.6210374639769451
6250000,602,6.0,1.8687707641196014
6250000,648,7.0,1.7361111111111112
6250000,569,8.0,1.9771528998242531
6250000,577,9.0,1.949740034662045
6250000,556,10.0,2.023381294964029
6250000,537,11.0,2.094972067039106
6250000,570,12.0,1.9736842105263157
6890625,1329,2.0,0.9315274642588413
6890625,898,3.0,1.378619153674833
6890625,829,4.0,1.4933655006031363
6890625,732,5.0,1.6912568306010929
6890625,692,6.0,1.7890173410404624
6890625,679,7.0,1.8232695139911634
6890625,669,8.0,1.850523168908819
6890625,646,9.0,1.91640866873065
6890625,657,10.0,1.8843226788432268
6890625,625,11.0,1.9808
6890625,604,12.0,2.0496688741721854
6890625,1530,2.0,0.7751633986928105
6890625,907,3.0,1.3076074972436604
6890625,790,4.0,1.5012658227848101
6890625,802,5.0,1.4788029925187032
6890625,710,6.0,1.6704225352112676
6890625,661,7.0,1.794251134644478
6890625,646,8.0,1.8359133126934986
6890625,604,9.0,1.9635761589403973
6890625,629,10.0,1.8855325914149443
6890625,615,11.0,1.9284552845528455
6890625,599,12.0,1.979966611018364
6890625,1635,2.0,0.7467889908256881
6890625,988,3.0,1.23582995951417
6890625,840,4.0,1.4535714285714285
6890625,786,5.0,1.5534351145038168
6890625,745,6.0,1.6389261744966444
6890625,674,7.0,1.811572700296736
6890625,636,8.0,1.919811320754717
6890625,605,9.0,2.018181818181818
6890625,605,10.0,2.018181818181818
6890625,605,11.0,2.018181818181818
6890625,743,12.0,1.6433378196500672
6890625,1590,2.0,0.7855345911949686
6890625,949,3.0,1.316122233930453
6890625,900,4.0,1.3877777777777778
6890625,739,5.0,1.6901217861975644
6890625,692,6.0,1.8049132947976878
6890625,648,7.0,1.9274691358024691
6890625,663,8.0,1.8838612368024132
6890625,596,9.0,2.0956375838926173
6890625,621,10.0,2.0112721417069244
6890625,590,11.0,2.116949152542373
6890625,643,12.0,1.9424572317262832
6890625,1356,2.0,0.9033923303834809
6890625,936,3.0,1.3087606837606838
6890625,833,4.0,1.4705882352941178
6890625,805,5.0,1.5217391304347827
6890625,719,6.0,1.7037552155771905
6890625,707,7.0,1.7326732673267327
6890625,661,8.0,1.853252647503782
6890625,625,9.0,1.96
6890625,608,10.0,2.0148026315789473
6890625,613,11.0,1.9983686786296901
6890625,590,12.0,2.0762711864406778
7562500,1679,2.0,0.8534842167957117
7562500,1043,3.0,1.3739213806327901
7562500,903,4.0,1.5869324473975637
7562500,815,5.0,1.7582822085889571
7562500,829,6.0,1.7285886610373944
7562500,715,7.0,2.0041958041958043
7562500,679,8.0,2.110456553755523
7562500,666,9.0,2.1516516516516515
7562500,643,10.0,2.228615863141524
7562500,651,11.0,2.2012288786482337
7562500,649,12.0,2.2080123266563945
7562500,1455,2.0,0.9848797250859107
7562500,1105,3.0,1.2968325791855204
7562500,1010,4.0,1.4188118811881187
7562500,901,5.0,1.590455049944506
7562500,775,6.0,1.8490322580645162
7562500,738,7.0,1.9417344173441735
7562500,705,8.0,2.0326241134751775
7562500,718,9.0,1.9958217270194987
7562500,687,10.0,2.0858806404657932
7562500,689,11.0,2.0798258345428158
7562500,670,12.0,2.138805970149254
7562500,2044,2.0,0.7191780821917808
7562500,1027,3.0,1.4313534566699124
7562500,845,4.0,1.7396449704142012
7562500,807,5.0,1.821561338289963
7562500,824,6.0,1.7839805825242718
7562500,730,7.0,2.0136986301369864
7562500,705,8.0,2.0851063829787235
7562500,711,9.0,2.067510548523207
7562500,671,10.0,2.1907600596125185
7562500,687,11.0,2.1397379912663754
7562500,714,12.0,2.0588235294117645
7562500,1731,2.0,0.8001155401502021
7562500,1063,3.0,1.3029162746942615
7562500,900,4.0,1.538888888888889
7562500,851,5.0,1.627497062279671
7562500,831,6.0,1.6666666666666667
7562500,719,7.0,1.9262865090403338
7562500,683,8.0,2.0278184480234263
7562500,671,9.0,2.0640834575260807
7562500,656,10.0,2.111280487804878
7562500,655,11.0,2.114503816793893
7562500,659,12.0,2.101669195751138
7562500,1663,2.0,0.7991581479254359
7562500,1001,3.0,1.3276723276723277
7562500,988,4.0,1.3451417004048583
7562500,887,5.0,1.4983089064261557
7562500,753,6.0,1.7649402390438247
7562500,713,7.0,1.8639551192145862
7562500,773,8.0,1.7192755498059509
7562500,722,9.0,1.8407202216066483
7562500,714,10.0,1.861344537815126
7562500,668,11.0,1.9895209580838322
7562500,648,12.0,2.050925925925926
8265625,2552,2.0,0.7151253918495298
8265625,1127,3.0,1.619343389529725
8265625,979,4.0,1.86414708886619
8265625,910,5.0,2.0054945054945055
8265625,830,6.0,2.1987951807228914
8265625,796,7.0,2.292713567839196
8265625,750,8.0,2.433333333333333
8265625,732,9.0,2.4931693989071038
8265625,725,10.0,2.5172413793103448
8265625,719,11.0,2.5382475660639776
8265625,720,12.0,2.5347222222222223
8265625,1537,2.0,1.0097592713077423
8265625,1285,3.0,1.207782101167315
8265625,1173,4.0,1.3231031543052003
8265625,972,5.0,1.5967078189300412
8265625,922,6.0,1.683297180043384
8265625,844,7.0,1.838862559241706
8265625,816,8.0,1.9019607843137254
8265625,793,9.0,1.957124842370744
8265625,787,10.0,1.9720457433290979
8265625,735,11.0,2.11156462585034
8265625,762,12.0,2.036745406824147
8265625,1917,2.0,0.828377673448096
8265625,1074,3.0,1.4785847299813781
8265625,988,4.0,1.6072874493927125
8265625,880,5.0,1.8045454545454545
8265625,824,6.0,1.9271844660194175
8265625,783,7.0,2.028097062579821
8265625,752,8.0,2.1117021276595747
8265625,726,9.0,2.18732782369146
8265625,713,10.0,2.227208976157083
8265625,714,11.0,2.224089635854342
8265625,777,12.0,2.043758043758044
8265625,1934,2.0,0.8200620475698035
8265625,1063,3.0,1.4920037629350893
8265625,1029,4.0,1.5413022351797863
8265625,991,5.0,1.6004036326942481
8265625,924,6.0,1.7164502164502164
8265625,798,7.0,1.987468671679198
8265625,762,8.0,2.0813648293963256
8265625,732,9.0,2.1666666666666665
8265625,724,10.0,2.1906077348066297
8265625,729,11.0,2.175582990397805
8265625,825,12.0,1.9224242424242424
8265625,1629,2.0,1.0306936771025168
8265625,1090,3.0,1.5403669724770641
8265625,1248,4.0,1.345352564102564
8265625,1100,5.0,1.5263636363636364
8265625,997,6.0,1.6840521564694082
8265625,889,7.0,1.8886389201349831
8265625,835,8.0,2.0107784431137725
8265625,793,9.0,2.1172761664564943
8265625,747,10.0,2.247657295850067
8265625,816,11.0,2.0575980392156863
8265625,945,12.0,1.7767195767195767
9000000,1966,2.0,1.1042726347914547
9000000,1221,3.0,1.7780507780507782
9000000,1091,4.0,1.989917506874427
9000000,1127,5.0,1.9263531499556343
9000000,972,6.0,2.233539094650206
9000000,874,7.0,2.4839816933638446
9000000,835,8.0,2.6
9000000,841,9.0,2.581450653983353
9000000,826,10.0,2.628329297820823
9000000,802,11.0,2.7069825436408976
9000000,797,12.0,2.72396486825596
9000000,2232,2.0,0.7903225806451613
9000000,1174,3.0,1.5025553662691653
9000000,1097,4.0,1.6080218778486781
9000000,1009,5.0,1.7482656095143707
9000000,931,6.0,1.894736842105263
9000000,954,7.0,1.849056603773585
9000000,849,8.0,2.07773851590106
9000000,828,9.0,2.130434782608696
9000000,802,10.0,2.199501246882793
9000000,832,11.0,2.1201923076923075
9000000,790,12.0,2.232911392405063
9000000,1771,2.0,0.9847543760587238
9000000,1279,3.0,1.3635652853792024
9000000,1106,4.0,1.576853526220615
9000000,991,5.0,1.7598385469223008
9000000,948,6.0,1.839662447257384
9000000,944,7.0,1.847457627118644
9000000,842,8.0,2.07125890736342
9000000,846,9.0,2.061465721040189
9000000,940,10.0,1.8553191489361702
9000000,1057,11.0,1.6499526963103122
9000000,873,12.0,1.997709049255441
9000000,2112,2.0,0.8162878787878788
9000000,1179,3.0,1.46225614927905
9000000,1116,4.0,1.5448028673835126
9000000,916,5.0,1.8820960698689957
9000000,910,6.0,1.8945054945054944
9000000,834,7.0,2.067146282973621
9000000,1080,8.0,1.5962962962962963
9000000,940,9.0,1.8340425531914895
9000000,819,10.0,2.105006105006105
9000000,871,11.0,1.9793340987370838
9000000,809,12.0,2.131025957972806
9000000,2082,2.0,0.7973102785782901
9000000,1159,3.0,1.4322691975841242
9000000,1113,4.0,1.4914645103324349
9000000,985,5.0,1.6852791878172588
9000000,939,6.0,1.7678381256656017
9000000,849,7.0,1.9552414605418138
9000000,826,8.0,2.009685230024213
9000000,788,9.0,2.1065989847715736
9000000,793,10.0,2.0933165195460277
9000000,777,11.0,2.1364221364221363
9000000,780,12.0,2.128205128205128
9765625,2369,2.0,0.8142676234698185
9765625,1392,3.0,1.3857758620689655
9765625,1216,4.0,1.5863486842105263
9765625,1026,5.0,1.8801169590643274
9765625,1023,6.0,1.8856304985337244
9765625,960,7.0,2.009375
9765625,904,8.0,2.1338495575221237
9765625,869,9.0,2.2197928653624857
9765625,846,10.0,2.280141843971631
9765625,848,11.0,2.2747641509433962
9765625,860,12.0,2.2430232558139536
9765625,2235,2.0,0.8058165548098434
9765625,1349,3.0,1.335063009636768
9765625,1225,4.0,1.4702040816326531
9765625,1066,5.0,1.6894934333958724
9765625,1002,6.0,1.7974051896207586
9765625,941,7.0,1.9139213602550478
9765625,924,8.0,1.949134199134199
9765625,892,9.0,2.0190582959641254
9765625,865,10.0,2.0820809248554912
9765625,861,11.0,2.091753774680604
9765625,855,12.0,2.106432748538012
9765625,1902,2.0,0.9647739221871714
9765625,1348,3.0,1.3612759643916914
9765625,1220,4.0,1.5040983606557377
9765625,1050,5.0,1.7476190476190476
9765625,990,6.0,1.8535353535353536
9765625,951,7.0,1.9295478443743428
9765625,922,8.0,1.990238611713666
9765625,884,9.0,2.07579185520362
9765625,864,10.0,2.1238425925925926
9765625,843,11.0,2.176749703440095
9765625,860,12.0,2.133720930232558
9765625,2271,2.0,0.8124174372523117
9765625,1254,3.0,1.4712918660287082
9765625,1240,4.0,1.4879032258064515
9765625,1051,5.0,1.7554709800190296
9765625,1004,6.0,1.8376494023904382
9765625,947,7.0,1.9482576557550157
9765625,923,8.0,1.9989165763813652
9765625,894,9.0,2.063758389261745
9765625,870,10.0,2.1206896551724137
9765625,873,11.0,2.11340206185567
9765625,863,12.0,2.137891077636153
9765625,2258,2.0,0.8516386182462357
9765625,1379,3.0,1.3944887599709934
9765625,1217,4.0,1.580115036976171
9765625,1054,5.0,1.8244781783681214
9765625,992,6.0,1.938508064516129
9765625,971,7.0,1.98043254376931
9765625,932,8.0,2.063304721030043
9765625,890,9.0,2.160674157303371
9765625,869,10.0,2.2128883774453394
9765625,859,11.0,2.2386495925494763
9765625,862,12.0,2.230858468677494
10562500,2299,2.0,0.9282296650717703
10562500,1488,3.0,1.4341397849462365
10562500,1329,4.0,1.6057185854025584
10562500,1183,5.0,1.8038884192730347
10562500,1090,6.0,1.9577981651376146
10562500,1015,7.0,2.1024630541871923
10562500,993,8.0,2.1490433031218528
10562500,948,9.0,2.2510548523206753
10562500,949,10.0,2.24868282402529
10562500,925,11.0,2.307027027027027
10562500,929,12.0,2.2970936490850375
10562500,2155,2.0,0.9754060324825986
10562500,1741,3.0,1.2073520964962665
10562500,1518,4.0,1.3847167325428196
10562500,1170,5.0,1.7965811965811966
10562500,1095,6.0,1.919634703196347
10562500,1010,7.0,2.0811881188118813
10562500,1010,8.0,2.0811881188118813
10562500,944,9.0,2.2266949152542375
10562500,1019,10.0,2.0628066732090287
10562500,956,11.0,2.198744769874477
10562500,954,12.0,2.20335429769392
10562500,2963,2.0,0.7624029699628755
10562500,1576,3.0,1.4333756345177664
10562500,1383,4.0,1.6334056399132322
10562500,1206,5.0,1.873134328358209
10562500,1117,6.0,2.0223813786929274
10562500,1113,7.0,2.0296495956873315
10562500,1062,8.0,2.1271186440677967
10562500,959,9.0,2.3555787278415017
10562500,982,10.0,2.3004073319755602
10562500,1022,11.0,2.210371819960861
10562500,994,12.0,2.272635814889336
10562500,2941,2.0,0.7623257395443727
10562500,1620,3.0,1.3839506172839506
10562500,1330,4.0,1.6857142857142857
10562500,1187,5.0,1.8887952822240943
10562500,1169,6.0,1.9178785286569717
10562500,1040,7.0,2.1557692307692307
10562500,1048,8.0,2.1393129770992365
10562500,998,9.0,2.246492985971944
10562500,1117,10.0,2.007162041181737
10562500,1145,11.0,1.9580786026200874
10562500,1114,12.0,2.012567324955117
10562500,2726,2.0,0.8165810711665444
10562500,1483,3.0,1.5010114632501685
10562500,1428,4.0,1.5588235294117647
10562500,1241,5.0,1.7937147461724416
10562500,1102,6.0,2.019963702359347
10562500,1019,7.0,2.184494602551521
10562500,991,8.0,2.2462159434914226
10562500,947,9.0,2.350580781414995
10562500,938,10.0,2.373134328358209
10562500,932,11.0,2.388412017167382
10562500,944,12.0,2.358050847457627
12250000,3149,2.0,0.8228008891711655
12250000,1724,3.0,1.5029002320185614
12250000,1571,4.0,1.6492679821769574
12250000,1387,5.0,1.868060562364816
12250000,1293,6.0,2.0038669760247485
12250000,1381,7.0,1.8761766835626357
12250000,1378,8.0,1.8802612481857766
12250000,1282,9.0,2.0210608424336973
12250000,1109,10.0,2.3363390441839496
12250000,1089,11.0,2.3792470156106518
12250000,1084,12.0,2.390221402214022
12250000,3469,2.0,0.8823868550014413
12250000,1694,3.0,1.806965761511216
12250000,1612,4.0,1.8988833746898264
12250000,1402,5.0,2.183309557774608
12250000,1442,6.0,2.122746185852982
12250000,1280,7.0,2.39140625
12250000,1182,8.0,2.589678510998308
12250000,1147,9.0,2.6687009590235395
12250000,1110,10.0,2.7576576576576577
12250000,1105,11.0,2.7701357466063348
12250000,1166,12.0,2.6252144082332762
12250000,3303,2.0,0.8001816530426885
12250000,1715,3.0,1.5411078717201165
12250000,1587,4.0,1.665406427221172
12250000,1382,5.0,1.9124457308248914
12250000,1295,6.0,2.040926640926641
12250000,1171,7.0,2.2570452604611444
12250000,1167,8.0,2.2647814910025708
12250000,1113,9.0,2.3746630727762805
12250000,1079,10.0,2.449490268767377
12250000,1094,11.0,2.415904936014625
12250000,1081,12.0,2.444958371877891
12250000,3191,2.0,0.8292071450955814
12250000,1797,3.0,1.4724540901502505
12250000,1604,4.0,1.6496259351620948
12250000,1357,5.0,1.9498894620486367
12250000,1283,6.0,2.0623538581449727
12250000,1219,7.0,2.170631665299426
12250000,1177,8.0,2.248088360237893
12250000,1138,9.0,2.3251318101933216
12250000,1096,10.0,2.414233576642336
12250000,1101,11.0,2.4032697547683926
12250000,1081,12.0,2.4477335800185016
12250000,3209,2.0,0.7980679339358056
12250000,1720,3.0,1.488953488372093
12250000,1600,4.0,1.600625
12250000,1377,5.0,1.859840232389252
12250000,1284,6.0,1.9945482866043613
12250000,1225,7.0,2.0906122448979594
12250000,1146,8.0,2.2347294938917974
12250000,1105,9.0,2.3176470588235296
12250000,1104,10.0,2.3197463768115942
12250000,1084,11.0,2.3625461254612548
12250000,1090,12.0,2.34954128440367
13213225,3662,2.0,0.8044784270890224
13213225,2055,3.0,1.4335766423357663
13213225,1836,4.0,1.6045751633986929
13213225,1473,5.0,2.0
13213225,1436,6.0,2.051532033426184
13213225,1366,7.0,2.156661786237189
13213225,1279,8.0,2.3033620015637215
13213225,1236,9.0,2.383495145631068
13213225,1209,10.0,2.436724565756824
13213225,1188,11.0,2.4797979797979797
13213225,1177,12.0,2.5029736618521667
13213225,3680,2.0,0.7921195652173914
13213225,2129,3.0,1.3691874119304839
13213225,1957,4.0,1.4895247828308635
13213225,1761,5.0,1.6553094832481545
13213225,1460,6.0,1.9965753424657535
13213225,1335,7.0,2.183520599250936
13213225,1434,8.0,2.0327754532775453
13213225,1357,9.0,2.148120854826824
13213225,1218,10.0,2.3932676518883413
13213225,1210,11.0,2.409090909090909
13213225,1196,12.0,2.4372909698996654
13213225,3529,2.0,0.856333238877869
13213225,2065,3.0,1.4634382566585957
13213225,1705,4.0,1.772434017595308
13213225,1472,5.0,2.0529891304347827
13213225,1449,6.0,2.085576259489303
13213225,1342,7.0,2.2518628912071534
13213225,1275,8.0,2.3701960784313725
13213225,1235,9.0,2.4469635627530364
13213225,1232,10.0,2.4529220779220777
13213225,1314,11.0,2.2998477929984777
13213225,1187,12.0,2.545914069081719
13213225,3033,2.0,0.9828552588196505
13213225,2160,3.0,1.3800925925925926
13213225,1785,4.0,1.6700280112044819
13213225,1576,5.0,1.891497461928934
13213225,1831,6.0,1.6280720917531404
13213225,1716,7.0,1.7371794871794872
13213225,1570,8.0,1.8987261146496814
13213225,1426,9.0,2.090462833099579
13213225,1398,10.0,2.132331902718169
13213225,1366,11.0,2.1822840409956075
13213225,1394,12.0,2.1384505021520805
13213225,3808,2.0,0.9585084033613446
13213225,2407,3.0,1.5164104694640632
13213225,2025,4.0,1.8024691358024691
13213225,1633,5.0,2.2351500306184935
13213225,1576,6.0,2.315989847715736
13213225,1549,7.0,2.356358941252421
13213225,1462,8.0,2.496580027359781
13213225,1389,9.0,2.6277897768178544
13213225,1376,10.0,2.6526162790697674
13213225,1373,11.0,2.6584122359796067
13213225,1424,12.0,2.563202247191011
14062500,5371,2.0,0.7775088437907279
14062500,2757,3.0,1.514689880304679
14062500,2134,4.0,1.9568884723523898
14062500,1855,5.0,2.251212938005391
14062500,1736,6.0,2.4055299539170507
14062500,1570,7.0,2.659872611464968
14062500,1542,8.0,2.708171206225681
14062500,1493,9.0,2.797052913596785
14062500,1453,10.0,2.8740536820371645
14062500,1446,11.0,2.887966804979253
14062500,1465,12.0,2.8505119453924914
14062500,2922,2.0,1.2347707049965777
14062500,2251,3.0,1.6028431808085295
14062500,2229,4.0,1.6186630776132795
14062500,1827,5.0,1.9748221127531473
14062500,1893,6.0,1.9059693608029582
14062500,1703,7.0,2.1186142102172636
14062500,1733,8.0,2.081938834391229
14062500,1432,9.0,2.5195530726256985
14062500,1395,10.0,2.586379928315412
14062500,1404,11.0,2.5698005698005697
14062500,1375,12.0,2.624
14062500,3336,2.0,1.0473621103117505
14062500,2502,3.0,1.3964828137490009
14062500,2535,4.0,1.3783037475345168
14062500,1861,5.0,1.877485222998388
14062500,1668,6.0,2.094724220623501
14062500,1594,7.0,2.191969887076537
14062500,1637,8.0,2.1343921808185704
14062500,1454,9.0,2.4030261348005504
14062500,1524,10.0,2.2926509186351707
14062500,1473,11.0,2.372029871011541
14062500,1375,12.0,2.5410909090909093
14062500,4616,2.0,0.7363518197573656
14062500,2530,3.0,1.3434782608695652
14062500,2134,4.0,1.592783505154639
14062500,1852,5.0,1.8353131749460043
14062500,1666,6.0,2.0402160864345738
14062500,1504,7.0,2.259973404255319
14062500,1426,8.0,2.3835904628330997
14062500,1414,9.0,2.4038189533239036
14062500,1565,10.0,2.171884984025559
14062500,1375,11.0,2.472
14062500,1605,12.0,2.1177570093457945
14062500,4391,2.0,0.7779549077658847
14062500,2180,3.0,1.5669724770642202
14062500,2155,4.0,1.585150812064965
14062500,1656,5.0,2.0628019323671496
14062500,1587,6.0,2.1524889729048517
14062500,1558,7.0,2.1925545571245184
14062500,1495,8.0,2.28494983277592
14062500,1410,9.0,2.422695035460993
14062500,1394,10.0,2.4505021520803445
14062500,1395,11.0,2.4487455197132615
14062500,1369,12.0,2.4952520087655223
15015625,4665,2.0,0.7920685959271169
15015625,2654,3.0,1.3922381311228336
15015625,2274,4.0,1.6248900615655233
15015625,1933,5.0,1.9115364718054837
15015625,1797,6.0,2.0562047857540344
15015625,1824,7.0,2.025767543859649
15015625,1877,8.0,1.968566862013852
15015625,1778,9.0,2.078177727784027
15015625,1721,10.0,2.147007553747821
15015625,1463,11.0,2.525632262474368
15015625,1484,12.0,2.4898921832884096
15015625,5002,2.0,0.7357057177129148
15015625,2543,3.0,1.4471097129374755
15015625,2173,4.0,1.6935112747353889
15015625,1918,5.0,1.91866527632951
15015625,1761,6.0,2.0897217490062463
15015625,1682,7.0,2.187871581450654
15015625,1605,8.0,2.292834890965732
15015625,1526,9.0,2.4115334207077326
15015625,1523,10.0,2.416283650689429
15015625,1570,11.0,2.343949044585987
15015625,1593,12.0,2.310106716886378
15015625,5103,2.0,0.7227121301195375
15015625,2729,3.0,1.351410773176988
15015625,2431,4.0,1.5170711641299877
15015625,1882,5.0,1.9596174282678003
15015625,1576,6.0,2.3401015228426396
15015625,1646,7.0,2.240583232077764
15015625,1715,8.0,2.1504373177842564
15015625,1601,9.0,2.3035602748282322
15015625,1490,10.0,2.475167785234899
15015625,1494,11.0,2.468540829986613
15015625,1444,12.0,2.554016620498615
16000000,4528,2.0,0.8820671378091873
16000000,2714,3.0,1.4716285924834194
16000000,2490,4.0,1.604016064257028
16000000,1937,5.0,2.0619514713474447
16000000,1969,6.0,2.0284408329101065
16000000,1813,7.0,2.2029784886927746
16000000,1706,8.0,2.3411488862837047
16000000,1644,9.0,2.429440389294404
16000000,1606,10.0,2.4869240348692405
16000000,1571,11.0,2.542329726288988
16000000,1557,12.0,2.565189466923571
16000000,4718,2.0,0.8353115727002968
16000000,2795,3.0,1.4100178890876565
16000000,2500,4.0,1.5764
16000000,2217,5.0,1.7776274244474515
16000000,1985,6.0,1.9853904282115868
16000000,1798,7.0,2.1918798665183536
16000000,1700,8.0,2.318235294117647
16000000,1621,9.0,2.431215299198026
16000000,1651,10.0,2.387038158691702
16000000,1863,11.0,2.1154052603327966
16000000,1612,12.0,2.444789081885856
16000000,5062,2.0,0.8838403792967207
16000000,2832,3.0,1.5798022598870056
16000000,2828,4.0,1.582036775106082
16000000,2203,5.0,2.0308669995460735
16000000,1952,6.0,2.2920081967213113
16000000,1809,7.0,2.473189607517966
16000000,1701,8.0,2.630217519106408
16000000,1621,9.0,2.7600246761258482
16000000,1601,10.0,2.7945034353529046
16000000,1572,11.0,2.846055979643766
16000000,1569,12.0,2.851497769279796
16000000,4456,2.0,0.8794883303411131
16000000,2833,3.0,1.3833392163783975
16000000,2492,4.0,1.5726324237560192
16000000,2086,5.0,1.8787152444870565
16000000,1948,6.0,2.011806981519507
16000000,1802,7.0,2.1748057713651496
16000000,1736,8.0,2.2574884792626726
16000000,1646,9.0,2.3809234507897936
16000000,1592,10.0,2.461683417085427
16000000,1586,11.0,2.470996216897856
16000000,1573,12.0,2.491417673235855
16000000,5008,2.0,0.7961261980830671
16000000,2529,3.0,1.5765124555160142
16000000,2386,4.0,1.670997485331098
16000000,1886,5.0,2.1139978791092258
16000000,2498,6.0,1.5960768614891914
16000000,2291,7.0,1.7402880838061983
16000000,1739,8.0,2.2926969522714202
16000000,1646,9.0,2.422235722964763
16000000,1628,10.0,2.449017199017199
16000000,1588,11.0,2.510705289672544
16000000,1585,12.0,2.5154574132492113
